date,lead,model,rmse,mae,iiee,aee,me,me_iiee_ratio
2022-12-24,1,LSTM,0.06223680078983307,0.022396167740225792,58125.0,10625.0,47500.0,0.8172043010752689
2022-12-25,1,LSTM,0.05768587812781334,0.02090364508330822,50625.0,16875.0,33750.0,0.6666666666666666
2022-12-27,1,LSTM,0.06635989993810654,0.02463453635573387,66250.0,26250.0,40000.0,0.6037735849056604
2022-12-31,1,LSTM,0.06568915396928787,0.02468978799879551,64375.0,30625.0,33750.0,0.5242718446601942
2023-01-01,1,LSTM,0.061368200927972794,0.02463582716882229,72500.0,16250.0,56250.0,0.7758620689655172
2023-01-14,1,LSTM,0.05370573699474335,0.019160956144332886,43750.0,12500.0,31250.0,0.7142857142857143
2023-01-15,1,LSTM,0.05742565542459488,0.019458655267953873,68750.0,32500.0,36250.0,0.5272727272727272
2023-01-16,1,LSTM,0.05829421430826187,0.020468220114707947,52500.0,6250.0,46250.0,0.8809523809523809
2023-01-18,1,LSTM,0.038231734186410904,0.01631314307451248,36250.0,8750.0,27500.0,0.7586206896551724
2023-01-19,1,LSTM,0.037601038813591,0.014930094592273235,43125.0,11875.0,31250.0,0.7246376811594203
2023-01-21,1,LSTM,0.053063299506902695,0.020930852741003036,45000.0,6250.0,38750.0,0.8611111111111112
2023-01-24,1,LSTM,0.060084037482738495,0.02677391842007637,49375.0,18125.0,31250.0,0.6329113924050633
2023-01-28,1,LSTM,0.05492689460515976,0.02023514360189438,40625.0,15625.0,25000.0,0.6153846153846154
2023-01-29,1,LSTM,0.05303178355097771,0.020030610263347626,53125.0,16875.0,36250.0,0.6823529411764706
2023-01-30,1,LSTM,0.034234419465065,0.01487635262310505,33750.0,8750.0,25000.0,0.7407407407407407
2023-02-05,1,LSTM,0.04794687777757645,0.01755874790251255,34375.0,3125.0,31250.0,0.9090909090909091
2023-02-10,1,LSTM,0.050060730427503586,0.02228422835469246,38750.0,10000.0,28750.0,0.7419354838709677
2023-02-14,1,LSTM,0.048851240426301956,0.02096601203083992,38750.0,2500.0,36250.0,0.9354838709677419
2023-02-18,1,LSTM,0.060684192925691605,0.026386603713035583,48125.0,20625.0,27500.0,0.5714285714285714
2023-02-22,1,LSTM,0.06251310557126999,0.02369067259132862,46250.0,5000.0,41250.0,0.8918918918918919
2023-02-25,1,LSTM,0.057748790830373764,0.02121962048113346,51875.0,25625.0,26250.0,0.5060240963855421
2023-02-27,1,LSTM,0.054025840014219284,0.019534241408109665,51875.0,6875.0,45000.0,0.8674698795180723
2023-03-08,1,LSTM,0.07704755663871765,0.02596992626786232,73750.0,32500.0,41250.0,0.559322033898305
2023-03-12,1,LSTM,0.05060562863945961,0.01864299550652504,42500.0,13750.0,28750.0,0.6764705882352942
2023-03-13,1,LSTM,0.05711013451218605,0.02225966937839985,38750.0,16250.0,22500.0,0.5806451612903226
2023-03-14,1,LSTM,0.06984761357307434,0.028516171500086784,50625.0,16875.0,33750.0,0.6666666666666666
2023-03-15,1,LSTM,0.06971723586320877,0.026450974866747856,56875.0,25625.0,31250.0,0.5494505494505495
